Data,Close_filled,Close_filled_std
2005-11-20,1248.27,-0.9001493468964384
2005-11-27,1268.25,-0.8865913668157536
2005-12-04,1265.08,-0.8887424577494759
2005-12-11,1259.36,-0.8926239215163186
2005-12-18,1267.32,-0.8872224439666564
2005-12-25,1268.66,-0.886313150007291
2006-01-01,1248.29,-0.9001357753448062
2006-01-08,1285.45,-0.8749198324119607
2006-01-15,1287.6,-0.8734608906114867
2006-01-22,1261.49,-0.8911785512674768
2006-01-29,1283.72,-0.8760937716281562
2006-02-05,1264.03,-0.8894549642101726
2006-02-12,1266.99,-0.8874463745685895
2006-02-19,1287.24,-0.8737051785408684
2006-02-26,1289.43,-0.8722190936371296
2006-03-05,1287.23,-0.8737119643166845
2006-03-12,1281.58,-0.8775459276528141
2006-03-19,1307.25,-0.860126841132735
2006-03-26,1302.95,-0.8630447247336831
2006-04-02,1294.83,-0.868554774696404
2006-04-09,1295.5,-0.8681001277167213
2006-04-16,1288.148347948223,-0.8730887939868974
2006-04-23,1311.28,-0.857392173478823
2006-04-30,1310.6,-0.8578536062343218
2006-05-07,1325.76,-0.8475663700970254
2006-05-14,1291.24,-0.8709908682144049
2006-05-21,1267.03,-0.887419231465325
2006-05-28,1280.16,-0.8785095078187086
2006-06-04,1288.22,-0.8730401725108848
2006-06-11,1252.3,-0.8974146792425266
2006-06-18,1251.54,-0.8979303982045547
2006-06-25,1244.5,-0.9027075843791302
2006-07-02,1270.2,-0.8852681405316026
2006-07-09,1265.48,-0.8884710267168295
2006-07-16,1236.2,-0.9083397783065419
2006-07-23,1240.29,-0.9055643959977331
2006-07-30,1278.55,-0.8796020177251103
2006-08-06,1279.35,-0.8790591556598175
2006-08-13,1266.74,-0.8876160189639934
2006-08-20,1302.3,-0.8634858001617335
2006-08-27,1295.08,-0.8683851303010001
2006-09-03,1311.01,-0.8575753894258593
2006-09-10,1298.92,-0.865779392387595
2006-09-17,1319.87,-0.8515631920527429
2006-09-24,1314.78,-0.8550171519431675
2006-10-01,1335.85,-0.8407195222985214
2006-10-08,1349.58,-0.8314026521029356
2006-10-15,1365.62,-0.8205182676938172
2006-10-22,1368.6,-0.8184961065006019
2006-10-29,1377.34,-0.8125653384372793
2006-11-05,1364.3,-0.82141399010155
2006-11-12,1380.9,-0.8101496022467267
2006-11-19,1401.2,-0.7963744773399247
2006-11-26,1400.95,-0.7965441217353287
2006-12-03,1396.71,-0.7994212906813799
2006-12-10,1409.84,-0.7905115670347638
2006-12-17,1427.09,-0.7788061037518902
