1.0,9.505851065
1.0,-0.493647571
1.0,5.224735697
1.0,5.835728671
1.0,0.623900001
1.0,0.77021201
1.0,1.666006858
1.0,11.98648134
1.0,3.983609641
1.0,2.429992514
1.0,13.83061296
1.0,1.378720257
1.0,14.04307622
1.0,-0.175955285
1.0,9.738840383
1.0,0.254170708
1.0,12.52009923
1.0,1.481095239
1.0,13.78098827
1.0,-1.52090127
1.0,11.05402327
1.0,3.876107642
1.0,9.232698995
1.0,4.306906073
1.0,3.100284322
1.0,-9.652296237
1.0,16.21524449
1.0,6.838672536
1.0,9.147850084
1.0,-4.025247556
1.0,6.666094328
1.0,5.205374369
1.0,6.273260519
1.0,-0.90335145
1.0,14.1024997
1.0,-0.177649344
1.0,6.679865267
1.0,-2.157414286
1.0,6.940524059
1.0,2.516951446
1.0,-0.204744559
1.0,13.15898952
1.0,0.305446881
1.0,9.977335193
1.0,6.504268833
1.0,0.566595956
1.0,6.95033134
1.0,1.276404441
1.0,-9.829876049
1.0,-12.83039436
1.0,13.41558947
1.0,0.868134814
1.0,11.43094685
1.0,-2.164368383
1.0,10.65539162
1.0,0.262794308
1.0,-10.25354875
1.0,16.89875271
1.0,3.529137321
1.0,11.61592356
1.0,4.987144716
1.0,3.072668479
1.0,10.21994727
1.0,6.082546108
1.0,8.451133659
1.0,1.969200589
1.0,13.23762362
1.0,3.827334894
1.0,3.103702067
1.0,-0.583189556
1.0,6.092094179
1.0,0.632185836
1.0,10.63354837
1.0,-0.465777689
1.0,6.570896561
1.0,-0.398108173
1.0,8.02604736
1.0,2.443445264
1.0,16.9258213
1.0,6.074603759
1.0,11.46980097
1.0,2.424608207
1.0,-1.723326947
1.0,-0.366620592
1.0,9.584173184
1.0,1.438874707
1.0,-10.33071298
1.0,12.39171455
1.0,0.961078375
1.0,8.441785415
1.0,2.997979431
1.0,8.984338642
1.0,5.61223677
1.0,1.431270827
1.0,3.310542328
1.0,7.998602047
1.0,6.88961517
1.0,0.913332677
1.0,6.723855957
1.0,3.715323657
1.0,9.35769668
1.0,-0.263599521
1.0,10.15837984
1.0,2.851571798
1.0,6.887560515
1.0,9.394037002
1.0,3.067371457
1.0,5.871800661
1.0,7.718935964
1.0,-2.277782215
1.0,-12.72061608
1.0,12.95741492
1.0,-1.455331882
1.0,-2.716243094
1.0,12.80497466
1.0,6.04108546
1.0,13.96922304
1.0,2.767910367
1.0,-1.267876608
1.0,5.052615779
1.0,-0.628522721
