Data,Close_filled,Close_filled_std
2005-11-30,1249.48,-0.8978935576360454
2005-12-31,1248.29,-0.8986942547991206
2006-01-31,1280.08,-0.8773042020141115
2006-02-28,1280.66,-0.8769139462539571
2006-03-31,1294.83,-0.8673795943205324
2006-04-30,1310.6,-0.8567686747728886
2006-05-31,1270.08,-0.8840327496029788
2006-06-30,1270.2,-0.8839520070319123
2006-07-31,1276.66,-0.8796053652895041
2006-08-31,1303.82,-0.8613306300381406
2006-09-30,1335.85,-0.8397790921109988
2006-10-31,1377.94,-0.8114586353094563
2006-11-30,1400.63,-0.7961915608303164
2006-12-31,1418.3,-0.7843022172407881
2007-01-31,1438.24,-0.7708854933485867
2007-02-28,1406.82,-0.7920265898728077
2007-03-31,1420.86,-0.7825797090580381
2007-04-30,1482.37,-0.7411924128389155
2007-05-31,1530.62,-0.7087271707226308
2007-06-30,1503.35,-0.7270759199974719
2007-07-31,1455.27,-0.7594267768047457
2007-08-31,1473.96,-0.7468511213611527
2007-09-30,1526.75,-0.7113311186395225
2007-10-31,1549.38,-0.6961044154459157
2007-11-30,1481.14,-0.742020024192346
2007-12-31,1468.36,-0.7506191080109185
2008-01-31,1378.55,-0.8110481939065355
2008-02-29,1330.63,-0.8432913939523874
2008-03-31,1322.7,-0.8486271321903591
2008-04-30,1385.59,-0.8063112964039729
2008-05-31,1400.38,-0.7963597745200381
2008-06-30,1280.0,-0.8773580303948224
2008-07-31,1267.38,-0.8858494574519729
2008-08-31,1282.82,-0.8754605799747619
2008-09-30,1164.74,-0.9549112699041067
2008-10-31,968.75,-1.0867840740983163
2008-11-30,896.24,-1.135572772665193
2008-12-31,903.25,-1.130856060805397
2009-01-31,825.88,-1.1829148335004631
2009-02-28,735.09,-1.244003317059789
2009-03-31,797.87,-1.2017614952968805
2009-04-30,872.81,-1.1513377596659091
2009-05-31,919.14,-1.120164398686687
2009-06-30,919.32,-1.1200432848300872
2009-07-31,987.48,-1.0741815044643679
2009-08-31,1020.62,-1.0518830977548619
2009-09-30,1057.07,-1.0273575417934406
2009-10-31,1036.18,-1.0414134777065842
2009-11-30,1095.63,-1.0014122622907684
2009-12-31,1115.1,-0.9883117801352439
2010-01-31,1073.87,-1.0160535818441436
2010-02-28,1104.49,-0.995450769127032
2010-03-31,1169.43,-0.9517555810849279
2010-04-30,1186.68,-0.9401488364941318
2010-05-31,1081.7213239089097,-1.0107707811884725
2010-06-30,1030.71,-1.0450939932376948
2010-07-31,1101.6,-0.9973953193802148
2010-08-31,1049.33,-1.032565437627224
2010-09-30,1141.2,-0.9707502709283002
2010-10-31,1183.26,-0.9424499997695245
2010-11-30,1180.55,-0.9442734361661075
2010-12-31,1257.64,-0.8924030628035297
2011-01-31,1286.12,-0.8732401592704357
2011-02-28,1324.32,-0.8475371074809627
2011-03-31,1325.83,-0.8465210967950437
2011-04-30,1363.61,-0.8211006440043033
2011-05-31,1345.2,-0.8334879001154077
2011-06-30,1320.64,-0.8500132129936657
2011-07-31,1292.28,-0.8690953739556935
2011-08-31,1218.89,-0.9184761847103903
2011-09-30,1131.42,-0.9773307904702124
2011-10-31,1253.3,-0.8953232524570981
2011-11-30,1246.96,-0.8995891516284399
2011-12-31,1257.6,-0.8924299769938852
2012-01-31,1312.41,-0.8555508076593036
2012-02-29,1365.68,-0.8197078346534076
2012-03-31,1408.47,-0.7909163795206445
2012-04-30,1397.91,-0.7980217257744884
2012-05-31,1310.33,-0.856950345557788
2012-06-30,1362.16,-0.8220762834046889
2012-07-31,1379.32,-0.8105300957421927
2012-08-31,1406.58,-0.7921880750149405
2012-09-30,1440.67,-0.7692504562844918
2012-10-31,1412.16,-0.7884335454603525
2012-11-30,1416.18,-0.7857286693296278
2012-12-31,1426.19,-0.7789933931931717
2013-01-31,1498.11,-0.7306016789340384
2013-02-28,1514.68,-0.7194524755792852
2013-03-31,1565.6948413104813,-0.6851268968296766
2013-04-30,1597.57,-0.6636795446151644
2013-05-31,1630.74,-0.6413609522628916
2013-06-30,1606.28,-0.657818979665261
2013-07-31,1685.73,-0.6043606690717105
2013-08-31,1632.97,-0.6398604861505742
2013-09-30,1681.55,-0.607173201963857
2013-10-31,1756.54,-0.5567158235949413
2013-11-30,1805.81,-0.5235642696245922
2013-12-31,1848.36,-0.494934299633962
2014-01-31,1782.59,-0.5391879571259421
2014-02-28,1859.45,-0.48747234035790815
2014-03-31,1872.34,-0.4787992425158583
2014-04-30,1883.95,-0.4709873987651833
2014-05-31,1923.57,-0.4443288932180912
2014-06-30,1960.23,-0.41966203775730376
2014-07-31,1930.67,-0.4395516244299954
2014-08-31,2003.37,-0.3906350834589304
2014-09-30,1972.29,-0.41154740936512985
2014-10-31,2018.05,-0.38075757559847323
2014-11-30,2067.56,-0.34744453648599133
2014-12-31,2058.9,-0.3532714586979503
2015-01-31,1994.99,-0.3962736063384011
2015-02-28,2104.5,-0.32258928169271556
2015-03-31,2067.89,-0.34722249441555875
2015-04-30,2085.51,-0.33536679356397436
2015-05-31,2107.39,-0.32064473143953304
2015-06-30,2063.12,-0.35043201161544846
2015-07-31,2103.92,-0.32297953745286984
2015-08-31,1972.18,-0.4116214233886073
2015-09-30,1920.03,-0.44671079906455025
2015-10-31,2079.36,-0.3395048503311278
2015-11-30,2080.41,-0.33879835283429693
2015-12-31,2043.94,-0.36333736589089577
