Data,Close_filled,Close_filled_std
2005-11-30,2232.82,-0.8989207367743245
2005-12-31,2205.32,-0.903987083157368
2006-01-31,2305.82,-0.8854718900120638
2006-02-28,2281.39,-0.889972647907982
2006-03-31,2339.79,-0.8792135704981736
2006-04-30,2322.57,-0.8823860244878464
2006-05-31,2178.88,-0.9088581449161923
2006-06-30,2172.09,-0.9101090718958601
2006-07-31,2091.47,-0.9249617571831678
2006-08-31,2183.75,-0.9079609410294498
2006-09-30,2258.43,-0.8942025865608796
2006-10-31,2366.71,-0.874254077966118
2006-11-30,2431.77,-0.8622680235777251
2006-12-31,2415.29,-0.8653041467919999
2007-01-31,2463.93,-0.8563431617712278
2007-02-28,2416.15,-0.8651457083232936
2007-03-31,2421.64,-0.8641342813544606
2007-04-30,2525.09,-0.8450756074153392
2007-05-31,2604.52,-0.8304421567533342
2007-06-30,2603.23,-0.8306798144563932
2007-07-31,2546.27,-0.841173599546508
2007-08-31,2596.36,-0.8319454798982664
2007-09-30,2701.5,-0.8125754559450595
2007-10-31,2859.12,-0.7835370007852304
2007-11-30,2660.96,-0.8200441716675534
2007-12-31,2652.28,-0.8216432948168195
2008-01-31,2389.86,-0.8699891354654833
2008-02-29,2271.48,-0.8917983749136533
2008-03-31,2279.1,-0.8903945363886066
2008-04-30,2412.8,-0.8657628814281372
2008-05-31,2522.65,-0.8455251305125981
2008-06-30,2292.98,-0.8878374131960012
2008-07-31,2325.55,-0.8818370167707021
2008-08-31,2367.52,-0.8741048510362902
2008-09-30,2082.33,-0.9266456264901138
2008-10-31,1720.95,-0.9932229448866314
2008-11-30,1535.57,-1.027375646431671
2008-12-31,1577.03,-1.0197374383938171
2009-01-31,1476.42,-1.0382728969246535
2009-02-28,1377.84,-1.0564343669770324
2009-03-31,1528.59,-1.0286615772590761
2009-04-30,1717.3,-0.9938953872247444
2009-05-31,1774.33,-0.9833887059802002
2009-06-30,1835.04,-0.972204055474216
2009-07-31,1978.5,-0.9457743081247102
2009-08-31,2009.06,-0.9401442155623171
2009-09-30,2122.42,-0.9192598146175244
2009-10-31,2045.11,-0.9335026960310913
2009-11-30,2144.6,-0.915173575971128
2009-12-31,2269.14,-0.892229474933156
2010-01-31,2147.35,-0.9146669413328237
2010-02-28,2238.26,-0.8979185213443698
2010-03-31,2397.96,-0.868496866167205
2010-04-30,2461.19,-0.8568479541017565
2010-05-31,2242.825263842981,-0.8970774592367871
2010-06-30,2109.24,-0.921687976265834
2010-07-31,2254.7,-0.8948897673611977
2010-08-31,2114.03,-0.9208055108412966
2010-09-30,2368.62,-0.8739021971809684
2010-10-31,2507.4,-0.8483346498704677
2010-11-30,2498.23,-0.8500240461007408
2010-12-31,2652.87,-0.821534598658056
2011-01-31,2700.08,-0.8128370636492022
2011-02-28,2782.27,-0.7976951360411172
2011-03-31,2781.07,-0.7979162129741952
2011-04-30,2873.54,-0.7808803929727399
2011-05-31,2835.3,-0.7879253779068337
2011-06-30,2773.52,-0.7993071553448128
2011-07-31,2756.38,-0.8024648708722805
2011-08-31,2579.46,-0.8350589800391184
2011-09-30,2415.4,-0.8652838814064675
2011-10-31,2684.41,-0.8157239599336491
2011-11-30,2620.34,-0.8275276258522524
2011-12-31,2605.15,-0.8303260913634679
2012-01-31,2813.84,-0.7918789703933833
2012-02-29,2966.89,-0.763682449887027
2012-03-31,3091.57,-0.740712556540196
2012-04-30,3046.36,-0.7490416299939194
2012-05-31,2827.34,-0.7893918548962529
2012-06-30,2935.05,-0.7695483578447035
2012-07-31,2939.52,-0.7687248462689871
2012-08-31,3066.96,-0.745246475976076
2012-09-30,3116.23,-0.7361694255654379
2012-10-31,2977.23,-0.7617775036470027
2012-11-30,3010.24,-0.755696045679575
2012-12-31,3019.51,-0.7539882263715454
2013-01-31,3142.13,-0.7313978484264987
2013-02-28,3160.19,-0.728070640583671
2013-03-31,3253.3949466085887,-0.7108994207970463
2013-04-30,3328.79,-0.6970093314861757
2013-05-31,3455.91,-0.6735899150420855
2013-06-30,3403.25,-0.6832915077886698
2013-07-31,3626.37,-0.6421859366983189
2013-08-31,3589.87,-0.6489103600794494
2013-09-30,3771.48,-0.6154522085658305
2013-10-31,3919.71,-0.5881436804073387
2013-11-30,4059.89,-0.5623182100082469
2013-12-31,4176.59,-0.5408184782663862
2014-01-31,4103.88,-0.554213898103153
2014-02-28,4308.12,-0.5165866040932334
